quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	0.5	1	0	0	1/4	4/4	2	1	E.I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
1/2	0.5	1	0	1/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
1	0.5	1	0	1/4	1/2	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3/2	0.5	1	0	3/8	5/8	4/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	0.5	1	0	1/2	3/4	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
5/2	0.5	1	0	5/8	7/8	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	0.5	2	1	0	0	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
7/2	0.5	2	1	1/8	1/8	4/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	0.5	2	1	1/4	1/4	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
9/2	0.5	2	1	3/8	3/8	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	0.5	2	1	1/2	1/2	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
11/2	0.5	2	1	5/8	5/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
6	0.5	2	1	3/4	3/4	4/4	2	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
13/2	0.5	2	1	7/8	7/8	4/4	2	1	V64/V	E	I		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
7	0.5	3	2	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
15/2	0.5	3	2	1/8	1/8	4/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	0.5	3	2	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
17/2	0.5	3	2	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
9	0.5	3	2	1/2	1/2	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
19/2	0.5	3	2	5/8	5/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
10	0.5	3	2	3/4	3/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
21/2	0.5	3	2	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
11	0.5	4	3	0	0	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
23/2	0.5	4	3	1/8	1/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
12	0.5	4	3	1/4	1/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
25/2	0.5	4	3	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
13	0.5	4	3	1/2	1/2	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
27/2	0.5	4	3	5/8	5/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
14	0.5	4	3	3/4	3/4	4/4	2	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
29/2	0.5	4	3	7/8	7/8	4/4	2	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
15	0.5	5	4	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
31/2	0.5	5	4	1/8	1/8	4/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
16	1.0	5	4	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
17	0.5	5	4	1/2	1/2	4/4	2	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
35/2	0.5	5	4	5/8	5/8	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	0.5	5	4	3/4	3/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
37/2	0.5	5	4	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
19	0.5	6	5	0	0	4/4	2	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
39/2	0.5	6	5	1/8	1/8	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	0.5	6	5	1/4	1/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
41/2	0.5	6	5	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
21	0.5	6	5	1/2	1/2	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
43/2	0.5	6	5	5/8	5/8	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	0.5	6	5	3/4	3/4	4/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
45/2	0.5	6	5	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
23	0.5	7	6	0	0	4/4	2	1	V|HC}	E	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
47/2	0.5	7	6	1/8	1/8	4/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	1.0	7	6	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
25	1.0	7	6	1/2	1/2	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
26	1.0	7	6	3/4	3/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	1.0	8	7	0	0	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	1.0	8	7	1/4	1/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	0.5	8	7	1/2	1/2	4/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
59/2	0.25	8	7	5/8	5/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
119/4	0.25	8	7	11/16	11/16	4/4	2	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	0.5	8	7	3/4	3/4	4/4	2	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
61/2	0.5	8	7	7/8	7/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
31	4.0	9	8	0	0	4/4	2	1	I|PAC}	E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
