quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	1.0	1	0	0	1/4	4/4	2	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
1	0.5	1	0	1/4	1/2	4/4	2	1	V[V(4)	E	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
3/2	0.5	1	0	3/8	5/8	4/4	2	1	V	E	I	V	V	V							M	0	0	1, 5, 2		1	1
2	1.0	1	0	1/2	3/4	4/4	2	1	I	E	I	V	I	I							M	0	0	0, 4, 1		0	0
3	0.5	2	1	0	0	4/4	2	1	V(4)	E	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
7/2	0.5	2	1	1/8	1/8	4/4	2	1	V]	E	I	V	V	V							M	0	0	1, 5, 2		1	1
4	0.5	2	1	1/4	1/4	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
9/2	0.5	2	1	3/8	3/8	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
5	0.5	2	1	1/2	1/2	4/4	2	1	iii%65/V	E	I		iii%65/V	iii	%	65		V			%7	0	0	2, -1, 3, 5		5	2
11/2	0.5	2	1	5/8	5/8	4/4	2	1	vi/V	E	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4
6	0.5	2	1	3/4	3/4	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
13/2	0.5	2	1	7/8	7/8	4/4	2	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
7	1.0	3	2	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
8	0.5	3	2	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
17/2	0.5	3	2	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
9	0.5	3	2	1/2	1/2	4/4	2	1	V[V(4)	E	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
